recommendation_id,client_id,detected_at,recommendation_type,title,target_platform,target_campaign_id,evidence_summary,supporting_benchmark_id,expected_weekly_savings,expected_roas_lift_pct,confidence_score,risk_level,decision_required,status
REC_0000000096,CL_0006,2026-03-14 18:01:24,Benchmark Alert,Benchmark Alert: Reduce Budget,Meta,MC_00000067,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000144,2679.59,0.1366,0.6716,Low,human_approval,needs_more_evidence
REC_0000000097,CL_0006,2026-04-07 08:43:18,Benchmark Alert,Benchmark Alert: Refresh Fatigued Audience,Meta,MC_00000071,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000117,750.66,0.1201,0.9395,Medium,auto_execute_allowed,needs_more_evidence
REC_0000000098,CL_0006,2026-05-09 01:43:31,Budget Shift,Budget Shift: Fix Tracking Gap,Meta,MC_00000067,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000178,3825.06,0.0630,0.5635,Low,human_approval,executed
REC_0000000099,CL_0006,2026-03-24 07:03:22,Benchmark Alert,Benchmark Alert: Pause Low ROAS Adset,Google,GC_00000075,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000122,407.20,0.0208,0.9261,Low,auto_execute_allowed,executed
REC_0000000100,CL_0006,2026-05-28 11:33:38,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000070,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000189,3947.82,0.0836,0.8181,Low,human_approval,needs_more_evidence
REC_0000000101,CL_0006,2026-05-03 15:32:47,Budget Shift,Budget Shift: Fix Tracking Gap,Google,GC_00000079,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000132,2657.11,0.0355,0.6524,Low,human_approval,dismissed
REC_0000000102,CL_0006,2026-03-16 14:37:15,Budget Shift,Budget Shift: Increase Budget,Google,GC_00000079,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000195,2879.76,0.0713,0.6704,Medium,human_approval,new
REC_0000000103,CL_0006,2026-05-31 19:16:53,Benchmark Alert,Benchmark Alert: Refresh Fatigued Audience,Google,GC_00000078,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000236,3726.22,0.1587,0.6279,High,human_approval,executed
REC_0000000104,CL_0006,2026-04-16 09:22:02,Audience Refresh,Audience Refresh: Pause Low ROAS Adset,Meta,MC_00000071,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000046,2870.30,0.1254,0.5222,Low,human_approval,dismissed
REC_0000000105,CL_0006,2026-05-30 07:12:56,Benchmark Alert,Benchmark Alert: Fix Tracking Gap,Meta,MC_00000068,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000197,2636.64,0.1469,0.8887,Medium,human_approval,new
REC_0000000106,CL_0006,2026-05-27 00:47:03,Audience Refresh,Audience Refresh: Suppress Email Converters,Google,GC_00000075,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000064,319.16,0.1584,0.6305,Low,human_approval,new
REC_0000000107,CL_0006,2026-04-09 02:14:40,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000072,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000172,1538.94,0.0988,0.6067,Low,human_approval,new
REC_0000000108,CL_0006,2026-05-09 19:57:45,Audience Refresh,Audience Refresh: Split Retargeting Window,Google,GC_00000079,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000219,592.66,0.1400,0.9248,Medium,auto_execute_allowed,needs_more_evidence
REC_0000000109,CL_0006,2026-05-01 01:54:54,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Meta,MC_00000068,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000186,1586.66,0.0843,0.7153,Medium,human_approval,executed
REC_0000000110,CL_0006,2026-05-02 09:38:35,Campaign Pause,Campaign Pause: Increase Budget,Google,GC_00000078,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000277,2028.91,0.0972,0.7213,Medium,auto_execute_allowed,dismissed
REC_0000000111,CL_0006,2026-06-05 02:53:45,Audience Refresh,Audience Refresh: Reduce Budget,Google,GC_00000076,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000135,3079.82,0.1424,0.5997,High,human_approval,new
REC_0000000112,CL_0006,2026-04-17 00:19:52,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Google,GC_00000077,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000156,3968.53,0.0559,0.5278,Low,human_approval,new
REC_0000000113,CL_0006,2026-04-02 17:29:54,Tracking Fix,Tracking Fix: Reduce Budget,Google,GC_00000076,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000246,3391.61,0.1049,0.6669,Low,human_approval,executed
REC_0000000114,CL_0006,2026-04-02 03:04:37,Campaign Pause,Campaign Pause: Exclude Recent Buyers,Meta,MC_00000069,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000258,157.14,0.1199,0.6899,High,human_approval,executed
REC_0000000115,CL_0006,2026-05-31 18:58:45,Budget Shift,Budget Shift: Suppress Email Converters,Meta,MC_00000074,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000095,621.17,0.1112,0.5509,Medium,human_approval,new
REC_0000000116,CL_0006,2026-06-06 17:33:44,Campaign Pause,Campaign Pause: Increase Budget,Meta,MC_00000074,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000079,3708.37,0.1205,0.6960,Medium,human_approval,approved
REC_0000000117,CL_0006,2026-05-09 07:55:17,Benchmark Alert,Benchmark Alert: Suppress Email Converters,Meta,MC_00000074,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000300,600.86,0.1065,0.5294,High,human_approval,approved
REC_0000000118,CL_0007,2026-05-20 18:18:19,Benchmark Alert,Benchmark Alert: Pause Low ROAS Adset,Google,GC_00000087,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000118,5660.42,0.1217,0.8376,Low,human_approval,new
REC_0000000119,CL_0007,2026-03-19 19:47:51,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Google,GC_00000086,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000259,4046.88,0.0867,0.6681,High,human_approval,executed
REC_0000000120,CL_0007,2026-06-08 03:17:23,Audience Exclusion,Audience Exclusion: Increase Budget,Google,GC_00000086,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000238,4585.30,0.1141,0.7498,Medium,human_approval,executed
REC_0000000121,CL_0007,2026-05-31 19:04:24,Audience Exclusion,Audience Exclusion: Split Retargeting Window,Meta,MC_00000083,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000277,3912.41,0.0871,0.7094,Medium,human_approval,approved
REC_0000000122,CL_0007,2026-06-08 07:59:43,Benchmark Alert,Benchmark Alert: Refresh Fatigued Audience,Meta,MC_00000081,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000132,3150.00,0.0839,0.8289,High,human_approval,needs_more_evidence
REC_0000000123,CL_0007,2026-05-30 14:57:41,Benchmark Alert,Benchmark Alert: Fix Tracking Gap,Google,GC_00000086,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000230,5478.31,0.1186,0.7874,Medium,human_approval,approved
REC_0000000124,CL_0007,2026-04-07 10:51:33,Budget Shift,Budget Shift: Exclude Recent Buyers,Google,GC_00000088,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000112,577.09,0.0212,0.5756,Medium,human_approval,approved
REC_0000000125,CL_0007,2026-03-25 08:28:24,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Google,GC_00000085,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000063,275.67,0.0418,0.7326,Medium,auto_execute_allowed,executed
REC_0000000126,CL_0007,2026-05-12 14:50:13,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000088,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000152,2029.35,0.1115,0.7410,High,human_approval,executed
REC_0000000127,CL_0007,2026-03-31 12:35:37,Budget Shift,Budget Shift: Pause Low ROAS Adset,Meta,MC_00000084,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000219,5286.41,0.0759,0.6651,Low,human_approval,executed
REC_0000000128,CL_0007,2026-06-01 00:05:48,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000081,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000270,4754.61,0.1522,0.6944,High,human_approval,needs_more_evidence
REC_0000000129,CL_0007,2026-05-04 10:51:13,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000083,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000060,3502.98,0.0488,0.5880,High,human_approval,executed
REC_0000000130,CL_0007,2026-04-07 20:38:34,Audience Refresh,Audience Refresh: Increase Budget,Meta,MC_00000081,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000200,1298.02,0.0228,0.7397,Low,auto_execute_allowed,dismissed
REC_0000000131,CL_0007,2026-04-21 13:01:06,Budget Shift,Budget Shift: Create Lookalike from High LTV,Meta,MC_00000083,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000219,2500.79,0.0681,0.6398,Medium,human_approval,needs_more_evidence
REC_0000000132,CL_0007,2026-03-21 03:46:35,Campaign Pause,Campaign Pause: Increase Budget,Meta,MC_00000083,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000055,713.51,0.1126,0.6067,Medium,human_approval,executed
REC_0000000133,CL_0007,2026-06-05 01:43:46,Benchmark Alert,Benchmark Alert: Exclude Recent Buyers,Meta,MC_00000082,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000035,3358.54,0.1563,0.6919,Low,human_approval,needs_more_evidence
REC_0000000134,CL_0008,2026-04-18 01:17:58,Tracking Fix,Tracking Fix: Suppress Email Converters,Meta,MC_00000089,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000028,891.10,0.1280,0.5523,Medium,human_approval,new
REC_0000000135,CL_0008,2026-04-28 05:59:37,Audience Refresh,Audience Refresh: Reduce Budget,Meta,MC_00000091,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000071,4762.54,0.0360,0.8351,Low,human_approval,new
REC_0000000136,CL_0008,2026-04-19 14:06:47,Benchmark Alert,Benchmark Alert: Increase Budget,Meta,MC_00000096,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000147,4554.26,0.0463,0.7244,Low,human_approval,new
REC_0000000137,CL_0008,2026-04-01 13:16:26,Benchmark Alert,Benchmark Alert: Exclude Recent Buyers,Google,GC_00000099,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000023,1465.69,0.0642,0.5880,Medium,human_approval,needs_more_evidence
REC_0000000138,CL_0008,2026-05-26 20:41:45,Audience Refresh,Audience Refresh: Suppress Email Converters,Meta,MC_00000096,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000161,2134.93,0.0760,0.8284,Medium,auto_execute_allowed,executed
REC_0000000139,CL_0008,2026-06-01 01:16:15,Benchmark Alert,Benchmark Alert: Increase Budget,Meta,MC_00000095,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000048,6828.36,0.0739,0.7484,Medium,human_approval,needs_more_evidence
REC_0000000140,CL_0008,2026-03-24 20:25:20,Benchmark Alert,Benchmark Alert: Increase Budget,Meta,MC_00000091,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000295,6348.28,0.1597,0.6896,High,human_approval,approved
REC_0000000141,CL_0008,2026-04-26 05:27:08,Audience Exclusion,Audience Exclusion: Split Retargeting Window,Meta,MC_00000092,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000167,5698.83,0.1062,0.8297,High,human_approval,approved
REC_0000000142,CL_0008,2026-05-15 07:01:39,Audience Exclusion,Audience Exclusion: Suppress Email Converters,Google,GC_00000100,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000220,5981.23,0.0536,0.5537,Medium,human_approval,approved
REC_0000000143,CL_0008,2026-05-23 19:04:58,Benchmark Alert,Benchmark Alert: Increase Budget,Google,GC_00000100,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000230,7828.26,0.0310,0.8563,Low,human_approval,new
REC_0000000144,CL_0008,2026-04-19 06:30:46,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Meta,MC_00000094,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000197,7148.76,0.0950,0.8825,Low,human_approval,approved
REC_0000000145,CL_0008,2026-04-29 19:40:36,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Meta,MC_00000092,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000099,5306.43,0.0525,0.9016,Low,human_approval,needs_more_evidence
REC_0000000146,CL_0008,2026-05-21 04:24:39,Campaign Pause,Campaign Pause: Fix Tracking Gap,Meta,MC_00000090,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000027,5549.64,0.1161,0.8738,Medium,human_approval,new
REC_0000000147,CL_0008,2026-05-08 00:33:31,Benchmark Alert,Benchmark Alert: Reduce Budget,Meta,MC_00000095,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000134,6288.50,0.0604,0.5482,Medium,human_approval,approved
REC_0000000148,CL_0008,2026-04-10 15:22:08,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000093,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000083,4545.07,0.0530,0.9152,Low,human_approval,executed
REC_0000000149,CL_0008,2026-05-21 22:35:06,Audience Refresh,Audience Refresh: Split Retargeting Window,Meta,MC_00000094,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000295,5297.40,0.0282,0.5900,Medium,human_approval,approved
REC_0000000150,CL_0008,2026-04-30 07:27:17,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Meta,MC_00000091,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000234,778.89,0.1518,0.5975,High,human_approval,executed
REC_0000000151,CL_0008,2026-04-09 10:26:25,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Meta,MC_00000091,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000106,7144.21,0.0985,0.6820,Low,human_approval,executed
REC_0000000152,CL_0008,2026-05-24 15:41:28,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Google,GC_00000098,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000034,7806.22,0.0575,0.9394,Low,human_approval,executed
REC_0000000153,CL_0008,2026-04-13 14:41:19,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Google,GC_00000099,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000211,7226.48,0.0579,0.7053,Low,human_approval,needs_more_evidence
REC_0000000154,CL_0009,2026-04-18 11:25:18,Audience Refresh,Audience Refresh: Pause Low ROAS Adset,Google,GC_00000106,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000272,1167.77,0.0236,0.6314,Low,human_approval,new
